threads,execution_time_sec
1,0.04539292701520026
2,0.04869613505434245
3,0.02545577206183225
4,0.05591052200179547
5,0.044353154953569174
6,0.08096862805541605
7,0.09654381801374257
8,0.10579902504105121
9,0.11437863495666534
10,0.19401540700346231
11,0.20025738305412233
12,0.2029229049803689
13,0.2803125629434362
14,0.2144053450319916
15,0.3781246771104634
16,0.3987508600112051
